saccver,sname,staxonomy,sstrain,typestrain
NR_117617.1,Hydrogenobacter hydrogenophilus,Bacteria; Aquificota; Aquificae; Aquificales; Aquificaceae; Hydrogenobacter,DSM 2913,True
NR_117616.1,Marinifilum flexuosum,Bacteria; Bacteroidota; Bacteroidia; Marinilabiliales; Marinifilaceae,M30,True
NR_117612.1,Effusibacillus consociatus,Bacteria; Bacillota; Bacilli; Bacillales; Alicyclobacillaceae; Effusibacillus,CCUG 53762,True
NR_117610.1,Thermoanaerobacter brockii,Bacteria; Bacillota; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Thermoanaerobacter,DSM 1457,True
NR_117609.1,Thermoanaerobacter brockii,Bacteria; Bacillota; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Thermoanaerobacter,DSM 1457,True
NR_117608.1,Thermoanaerobacter brockii,Bacteria; Bacillota; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Thermoanaerobacter,DSM 1457,True
NR_117607.1,Thermoanaerobacter brockii,Bacteria; Bacillota; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Thermoanaerobacter,DSM 1457,True
NR_117606.1,Nakamurella lactea,Bacteria; Actinomycetota; Actinomycetes; Nakamurellales; Nakamurellaceae; Nakamurella,KCTC 19285,True
NR_117605.1,Corynebacterium amycolatum,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium,CCUG 35685,True
NR_117604.1,Corynebacterium striatum,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium,ATCC 6940,True
NR_117602.1,Sporohalobacter lortetii,Bacteria; Bacillota; Clostridia; Halanaerobiales; Halobacteroidaceae; Sporohalobacter,DSM 3070,True
NR_117601.1,Gottschalkia acidurici,Bacteria; Bacillota; Tissierellia; Tissierellales; Gottschalkiaceae; Gottschalkia,DSM 604,True
NR_117600.1,Archangium disciforme,Bacteria; Myxococcota; Myxococcia; Myxococcales; Cystobacterineae; Archangiaceae; Archangium,DSM 52716,True
NR_117599.1,Archangium disciforme,Bacteria; Myxococcota; Myxococcia; Myxococcales; Cystobacterineae; Archangiaceae; Archangium,DSM 52716,True
NR_117598.1,Archangium disciforme,Bacteria; Myxococcota; Myxococcia; Myxococcales; Cystobacterineae; Archangiaceae; Archangium,DSM 52716,True
NR_117597.1,Selenomonas lacticifex,Bacteria; Bacillota; Negativicutes; Selenomonadales; Selenomonadaceae; Selenomonas,DSM 20757,True
NR_117596.1,Selenomonas lacticifex,Bacteria; Bacillota; Negativicutes; Selenomonadales; Selenomonadaceae; Selenomonas,DSM 20757,True
NR_117595.1,Propionispira paucivorans,Bacteria; Bacillota; Negativicutes; Selenomonadales; Selenomonadaceae; Propionispira,DSM 20756,True
NR_117594.1,Propionispira paucivorans,Bacteria; Bacillota; Negativicutes; Selenomonadales; Selenomonadaceae; Propionispira,DSM 20756,True
NR_117593.1,Caldanaerobacter subterraneus,Bacteria; Bacillota; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Caldanaerobacter,DSM 13054,True
NR_117592.1,Caldanaerobacter subterraneus,Bacteria; Bacillota; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Caldanaerobacter,DSM 13054,True
NR_117591.1,Caldanaerobacter subterraneus,Bacteria; Bacillota; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Caldanaerobacter,DSM 13054,True
NR_117590.1,Desulfofundulus luciae,Bacteria; Bacillota; Clostridia; Eubacteriales; Peptococcaceae; Desulfofundulus,DSM 12396,True
NR_117589.1,Desulfofundulus luciae,Bacteria; Bacillota; Clostridia; Eubacteriales; Peptococcaceae; Desulfofundulus,DSM 12396,True
NR_117588.1,Desulfofundulus luciae,Bacteria; Bacillota; Clostridia; Eubacteriales; Peptococcaceae; Desulfofundulus,DSM 12396,True
NR_117587.1,Desulfofundulus luciae,Bacteria; Bacillota; Clostridia; Eubacteriales; Peptococcaceae; Desulfofundulus,DSM 12396,True
NR_117586.1,Heliophilum fasciatum,Bacteria; Bacillota; Clostridia; Eubacteriales; Heliobacteriaceae; Heliophilum,DSM 11170,True
NR_117585.1,Heliophilum fasciatum,Bacteria; Bacillota; Clostridia; Eubacteriales; Heliobacteriaceae; Heliophilum,DSM 11170,True
NR_117584.1,Fervidobacterium pennivorans,Bacteria; Thermotogota; Thermotogae; Thermotogales; Fervidobacteriaceae; Fervidobacterium,DSM 9078,True
NR_117583.1,Fervidobacterium pennivorans,Bacteria; Thermotogota; Thermotogae; Thermotogales; Fervidobacteriaceae; Fervidobacterium,DSM 9078,True
NR_117582.1,Fervidobacterium pennivorans,Bacteria; Thermotogota; Thermotogae; Thermotogales; Fervidobacteriaceae; Fervidobacterium,DSM 9078,True
NR_117581.1,Sporomusa termitida,Bacteria; Bacillota; Negativicutes; Selenomonadales; Sporomusaceae; Sporomusa,DSM 4440,True
NR_117580.1,Sporomusa termitida,Bacteria; Bacillota; Negativicutes; Selenomonadales; Sporomusaceae; Sporomusa,DSM 4440,True
NR_117579.1,Sporomusa termitida,Bacteria; Bacillota; Negativicutes; Selenomonadales; Sporomusaceae; Sporomusa,DSM 4440,True
NR_117578.1,Corynebacterium uterequi,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium,VM 2298,True
NR_117575.1,Budvicia diplopodorum,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Budviciaceae; Budvicia,D9,True
NR_117574.1,Lactobacillus johnsonii,Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,CIP 103620,True
NR_117573.1,Lactobacillus gasseri,Bacteria; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,CIP 102991,True
NR_117571.1,Silanimonas mangrovi,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Silanimonas,AK13,True
NR_117570.1,Arcobacter cloacae,Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Arcobacteraceae; Arcobacter,SW28-13,True
NR_117569.1,Arcobacter venerupis,Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Arcobacteraceae; Arcobacter,F67-11,True
NR_117568.1,Mycolicibacterium litorale,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycolicibacterium,F4,True
NR_117566.1,Peptoniphilus indolicus,Bacteria; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus,ATCC 29427,True
NR_117565.1,Syntrophus aciditrophicus,Bacteria; Thermodesulfobacteriota; Syntrophia; Syntrophales; Syntrophaceae; Syntrophus,ATCC 700169,True
NR_117564.1,Nocardia amikacinitolerans,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,W9988,True
NR_117556.1,Peptoniphilus coxii,Bacteria; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus,RMA 16757,True
NR_117555.1,Peptoniphilus tyrrelliae,Bacteria; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus,RMA 19911,True
NR_117553.1,Burkholderia gladioli,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia,CFBP 2427,True
NR_117544.1,Oceanobacillus kimchii,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Oceanobacillus,X50,True
NR_117541.1,Gallaecimonas xiamenensis,Bacteria; Pseudomonadota; Gammaproteobacteria; Gallaecimonas. REFERENCE   1  (bases 1 to 1457,3-C-1,True
NR_117540.1,Ensifer sojae,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Ensifer,CCBAU 05684,True
NR_117538.1,Spiroplasma tabanidicola,Bacteria; Mycoplasmatota; Mollicutes; Entomoplasmatales; Spiroplasmataceae; Spiroplasma,TAUS-1,True
NR_117537.1,Trueperella pyogenes,Bacteria; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Trueperella,ATCC 19411,True
NR_117536.1,Meiothermus granaticius,Bacteria; Deinococcota; Deinococci; Thermales; Thermaceae; Meiothermus,AF-68,True
NR_117531.1,Methylophaga nitratireducenticrescens,Bacteria; Pseudomonadota; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae; Methylophaga,JAM1,True
NR_117530.1,Rhizobium herbae,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Rhizobium,CCBAU 83011,True
NR_117529.1,Mycolicibacter algericus,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycolicibacter,Bejaia,True
NR_117526.1,Gibbsiella quercinecans,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Gibbsiella,FRB 97,True
NR_117523.1,Idiomarina xiamenensis,Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Idiomarinaceae; Idiomarina,10-D-4,True
NR_117520.1,Enterococcus ureasiticus,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,CCRI-16986,True
NR_117519.1,Enterococcus quebecensis,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,CCRI-16985,True
NR_117518.1,Nitratireductor indicus,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Phyllobacteriaceae; Nitratireductor,C115,True
NR_117515.1,Peptoniphilus methioninivorax,Bacteria; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus,NRRL B-23883,True
NR_117513.1,Bradyrhizobium lablabi,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Nitrobacteraceae; Bradyrhizobium,CCBAU 23086,True
NR_117512.1,Serratia symbiotica,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia,CWBI-2.3,True
NR_117509.1,Leucobacter chromiiresistens,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Leucobacter,JG 31,True
NR_117508.1,Acinetobacter tandoii,Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter,DSM 14970,True
NR_117506.1,Bifidobacterium longum,Bacteria; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,KCTC 3128,True
NR_117505.1,Bifidobacterium bifidum,Bacteria; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,KCTC 3202,True
NR_117504.1,Streptococcus suis,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,ATCC 43765,True
NR_117503.1,Streptococcus agalactiae,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,ATCC 13813,True
NR_117498.1,Acidovorax citrulli,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax,ICMP 7500,True
NR_117497.1,Acidovorax cattleyae,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax,ICMP 2826,True
NR_117496.1,Streptococcus pneumoniae,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,ATCC 33400,True
NR_117495.1,Pseudonocardia rhizophila,Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia,YIM 67013,True
NR_117484.1,Pilimelia columellifera,Bacteria; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Pilimelia,MB-SK 8,True
NR_117483.1,Azospirillum formosense,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Azospirillaceae; Azospirillum,CC-Nfb-7,True
NR_117482.1,Azospirillum oryzae,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Azospirillaceae; Azospirillum,JCM 21588,True
NR_117481.1,Azospirillum lipoferum,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Azospirillaceae; Azospirillum,DSM 1691,True
NR_117480.1,Niveispirillum irakense,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Azospirillaceae; Niveispirillum,DSM 11586,True
NR_117479.1,Azospirillum halopraeferens,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Azospirillaceae; Azospirillum,DSM 3675,True
NR_117478.1,Azospirillum brasilense,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Azospirillaceae; Azospirillum,DSM 1690,True
NR_117477.1,Nitrospirillum amazonense,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Azospirillaceae; Nitrospirillum,DSM 2787,True
NR_117476.1,Litoribacter ruber,Bacteria; Bacteroidota; Cytophagia; Cytophagales; Cyclobacteriaceae; Litoribacter,YIM CH208,True
NR_117474.1,Peribacillus frigoritolerans,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Peribacillus,DSM 8801,True
NR_117471.1,Kordia periserrulae,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Kordia,IMCC 1412,True
NR_117470.1,Mesomycoplasma hyopneumoniae,Bacteria; Mycoplasmatota; Mollicutes; Mycoplasmataceae; Mesomycoplasma,J,True
NR_117469.1,Mesomycoplasma hyorhinis,Bacteria; Mycoplasmatota; Mollicutes; Mycoplasmataceae; Mesomycoplasma,ATCC 17981,True
NR_117468.1,Streptomyces zinciresistens,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,CCNWNQ 0016; K42,True
NR_117462.1,Melittangium lichenicola,Bacteria; Myxococcota; Myxococcia; Myxococcales; Cystobacterineae; Archangiaceae; Melittangium,DSM 2275,True
NR_117460.1,Archangium disciforme,Bacteria; Myxococcota; Myxococcia; Myxococcales; Cystobacterineae; Archangiaceae; Archangium,DSM 52716,True
NR_117459.1,Archangium gephyra,Bacteria; Myxococcota; Myxococcia; Myxococcales; Cystobacterineae; Archangiaceae; Archangium,DSM 2261,True
NR_117457.1,Acetobacter ascendens,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Acetobacter,LMG 1591,True
NR_117456.1,Acetobacter ascendens,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Acetobacter,LMG 1590,True
NR_117449.1,Marinobacterium coralli,Bacteria; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Marinobacterium,R-40509,True
NR_117443.1,Clostridium ljungdahlii,Bacteria; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium,ATCC 55383,True
NR_117439.1,Planosporangium mesophilum,Bacteria; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Planosporangium,YIM 48875,True
NR_117437.1,Cronobacter muytjensii,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cronobacter,05CHPL67,True
NR_117434.1,Brevibacterium salitolerans,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Brevibacteriaceae; Brevibacterium,TRM 415,True
NR_117433.1,Rubellimicrobium roseum,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Rubellimicrobium,YIM 48858,True
NR_117430.1,Pseudonocardia hydrocarbonoxydans,Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia,NRRL B-16171,True
NR_117429.1,Pseudonocardia alni,Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia,DSM 44104,True
NR_117426.1,Streptococcus anginosus,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group,SK52,True
NR_117424.1,Vibrio owensii,Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio,DY05,True
NR_117421.1,Paenibacillus sophorae,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus,S27,True
NR_117409.1,Salinimicrobium marinum,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Salinimicrobium,KMM 6270,True
NR_117405.1,Leclercia adecarboxylata,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Leclercia,LMG 2803,True
NR_117387.1,Bacteroides faecis,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,MAJ27,True
NR_117385.1,Actinopolyspora alba,Bacteria; Actinomycetota; Actinomycetes; Actinopolysporales; Actinopolysporaceae; Actinopolyspora; Actinopolyspora alba group,YIM 90480,True
NR_117384.1,Actinopolyspora erythraea,Bacteria; Actinomycetota; Actinomycetes; Actinopolysporales; Actinopolysporaceae; Actinopolyspora,YIM 90600,True
NR_117382.1,Soehngenia saccharolytica,Bacteria; Bacillota; Tissierellia; Tissierellales; Tissierellaceae; Soehngenia,DSM 12858,True
NR_117381.1,Sporanaerobacter acetigenes,Bacteria; Bacillota; Tissierellia; Tissierellales; Sporanaerobacteraceae; Sporanaerobacter,DSM 13106,True
NR_117380.1,Tepidimicrobium ferriphilum,Bacteria; Bacillota; Tissierellia; Tissierellales; Tepidimicrobiaceae; Tepidimicrobium,DSM 16624,True
NR_117379.1,[Clostridium] ultunense,Bacteria; Bacillota; Tissierellia; Tissierellales; Tepidimicrobiaceae; Schnuerera,DSM 10521,True
NR_117378.1,Tissierella creatinini,Bacteria; Bacillota; Tissierellia; Tissierellales; Tissierellaceae; Tissierella,DSM 9508,True
NR_117377.1,Tissierella creatinophila,Bacteria; Bacillota; Tissierellia; Tissierellales; Tissierellaceae; Tissierella,DSM 6911,True
NR_117376.1,Tissierella praeacuta,Bacteria; Bacillota; Tissierellia; Tissierellales; Tissierellaceae; Tissierella,ATCC 25539,True
NR_117374.1,Parvibacter caecicola,Bacteria; Actinomycetota; Coriobacteriia; Coriobacteriales; Coriobacteriaceae; Parvibacter,NR06,True
NR_117372.1,Reinekea aestuarii,Bacteria; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Saccharospirillaceae; Reinekea,IMCC 4489,True
NR_117371.1,Siccationidurans glaciei,Bacteria; Bacteroidota; Cytophagia; Cytophagales; Hymenobacteraceae; Siccationidurans,VUG-A130,True
NR_117368.1,Nitrosomonas europaea,Bacteria; Pseudomonadota; Betaproteobacteria; Nitrosomonadales; Nitrosomonadaceae; Nitrosomonas,ATCC 25978,True
NR_117364.1,Selenomonas artemidis,Bacteria; Bacillota; Negativicutes; Selenomonadales; Selenomonadaceae; Selenomonas,ATCC 43528,True
NR_117358.1,Actinomyces oris,Bacteria; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Actinomyces,ATCC 27044,True
NR_117357.1,Corynebacterium humireducens,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium,MFC-5,True
NR_117353.1,Erwinia piriflorinigrans,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Erwinia,CECT 7348,True
NR_117348.1,Undibacterium oligocarboniphilum,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Undibacterium,EM 1,True
NR_117347.1,Nocardia abscessus,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,ATCC BAA-279,True
NR_117346.1,Nocardia seriolae,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,ATCC 43993,True
NR_117344.1,Nocardia otitidiscaviarum,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,ATCC 14629,True
NR_117343.1,Nocardia nova,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,ATCC 33726,True
NR_117341.1,Nocardia paucivorans,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,ATCC BAA-278,True
NR_117336.1,Nocardia pseudobrasiliensis,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,ATCC 51512,True
NR_117319.1,Nocardia carnea,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,ATCC 6847,True
NR_117316.1,Nocardia blacklockiae,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,ATCC 700035,True
NR_117315.1,Nocardia asteroides,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,ATCC 19247,True
NR_117311.1,Nocardia africana,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,ATCC BAA-280,True
NR_117309.1,Planktomarina temperata,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Planktomarina,RCA23,True
NR_117306.1,Dietzia alimentaria,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Dietziaceae; Dietzia,72,True
NR_117305.1,Mixta gaviniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Mixta,A18/07,True
NR_117303.1,Aeromonas diversa,Bacteria; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas,2478-85,True
NR_117301.1,Fibrisoma limi,Bacteria; Bacteroidota; Cytophagia; Cytophagales; Spirosomaceae; Fibrisoma,BUZ 3,True
NR_117298.1,Leucobacter salsicius,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Leucobacter,M1-8,True
NR_117297.1,Brachybacterium squillarum,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Dermabacteraceae; Brachybacterium,M-6-3,True
NR_117295.1,Caldicellulosiruptor obsidiansis,Bacteria; Bacillota; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis,OB47,True
NR_117292.1,Fusobacterium periodonticum,Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium,ATCC 33693,True
NR_117291.1,Fusobacterium animalis,Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium,ATCC 51191,True
NR_117289.1,Fusobacterium vincentii,Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium,ATCC 49256,True
NR_117288.1,Fusobacterium polymorphum,Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium,ATCC 10953,True
NR_117287.1,Fusobacterium nucleatum,Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium,ATCC 25586,True
NR_117276.1,Flavobacterium banpakuense,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium,15F3,True
NR_117274.1,Bacillus siamensis,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus amyloliquefaciens group,PD-A10,True
NR_117273.1,Catenovulum agarivorans,Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Catenovulum,YM01,True
NR_117271.1,Photobacterium gaetbulicola,Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Photobacterium,Gung47,True
NR_117269.1,Pseudomonas oryzihabitans,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,LMG 7040,True
NR_117264.1,Flavobacterium beibuense,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium,F44-8,True
NR_117258.1,Acetobacter pasteurianus,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Acetobacter,LMG 1262,True
NR_117257.1,Acetobacter pasteurianus,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Acetobacter,DSM 3509,True
NR_117239.1,Actinokineospora fastidiosa,Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Actinokineospora,NRRL B-16697,True
NR_117235.1,Winogradskyella pacifica,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Winogradskyella,KMM 6019,True
NR_117233.1,Campylobacter coli,Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter,ATCC 33559,True
NR_117227.1,Mycobacterium simiae,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium simiae complex,ATCC 25275,True
NR_117226.1,Mycobacterium triplex,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium simiae complex,ATCC 700071,True
NR_117225.1,Mycobacterium malmoense,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium,ATCC 29571,True
NR_117224.1,Mycobacterium nebraskense,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium,ATCC BAA-837,True
NR_117223.1,Mycobacterium intracellulare,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium avium complex (MAC),ATCC 13950,True
NR_117222.1,Mycobacterium colombiense,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium avium complex (MAC),CIP 108962,True
NR_117221.1,Mycobacterium arosiense,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium avium complex (MAC),ATCC BAA-1401,True
NR_117220.1,Mycobacterium parascrofulaceum,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium simiae complex,ATCC BAA-614,True
NR_117219.1,Mycobacterium avium,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium avium complex (MAC),ATCC 25291,True
NR_117218.1,Mycobacterium scrofulaceum,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium,ATCC 19981,True
NR_117217.1,Mycobacterium paraffinicum,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium,ATCC 12670,True
NR_117215.1,Fibrella aestuarina,Bacteria; Bacteroidota; Cytophagia; Cytophagales; Spirosomaceae; Fibrella,BUZ 2,True
NR_117211.1,Corynebacterium ulcerans,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium,CD361,True
NR_117210.1,Corynebacterium pseudotuberculosis,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium,CD070,True
NR_117209.1,Corynebacterium diphtheriae,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium,CD003,True
NR_117206.1,Chryseobacterium viscerum,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Chryseobacterium group; Chryseobacterium,687B-08,True
NR_117205.1,Thermoanaerobacterium thermosaccharolyticum,Bacteria; Bacillota; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis,CECT 5852,True
